Nick Hundley,C,31.2,R,R,BAL,COL,2,"$6,250,000.00","$3,125,000.00",,,,,,,,,,,
Kyle Kendrick,SP,30.4,R,R,PHI,COL,1,"$5,500,000.00","$5,500,000.00",,,,,,,,,,,
Casey Janssen,RP,33.3,R,R,TOR,WSH,1,"$5,000,000.00","$5,000,000.00",,,,,,,,,,,
Stephen Drew,2B,31.8,L,R,NYY,NYY,1,"$5,000,000.00","$5,000,000.00",,,,,,,,,,,
Aaron Harang,SP,36.6,R,R,ATL,PHI,1,"$5,000,000.00","$5,000,000.00",,,,,,,,,,,
David Ross,C,37.8,R,R,BOS,CHC,2,"$5,000,000.00","$2,500,000.00",,,,,,,,,,,
Chris Capuano,RP,36.2,L,L,NYY,NYY,1,"$5,000,000.00","$5,000,000.00",,,,,,,,,,,
Jason Motte,RP,32.4,R,R,STL,CHC,1,"$4,500,000.00","$4,500,000.00",,,,,,,,,,,
Jonny Gomes,LF,34.2,R,R,OAK,ATL,1,"$4,000,000.00","$4,000,000.00",,,,,,,,,,,
Ryan Vogelsong,SP,37.5,R,R,SF,SF,1,"$4,000,000.00","$4,000,000.00",,,,,,,,,,,
Emilio Bonifacio,CF,29.7,S,R,ATL,CHW,1,"$4,000,000.00","$4,000,000.00",,,,,,,,,,,
Gavin Floyd,RP,31.8,R,R,ATL,CLE,1,"$4,000,000.00","$4,000,000.00",,,,,,,,,,,
Colby Lewis,SP,35.3,R,R,TEX,TEX,1,"$4,000,000.00","$4,000,000.00",,,,,,,,,,,
Daniel Descalso,2B,28.1,L,R,STL,COL,2,"$3,600,000.00","$1,800,000.00",,,,,,,,,,,
Matt Belisle,RP,34.4,R,R,COL,STL,1,"$3,500,000.00","$3,500,000.00",,,,,,,,,,,
Neal Cotts,RP,34.8,L,L,TEX,MIL,1,"$3,000,000.00","$3,000,000.00",,,,,,,,,,,
Alberto Callaspo,3B,31.6,S,R,OAK,ATL,1,"$3,000,000.00","$3,000,000.00",,,,,,,,,,,
Brandon Beachy,SP,28.4,R,R,ATL,LAD,1,"$2,750,000.00","$2,750,000.00",,,,,,,,,,,
Roberto Hernandez,RP,34.4,R,R,LAA,HOU,1,"$2,600,000.00","$2,600,000.00",,,,,,,,,,,
John Axford,RP,31.8,R,R,PIT,COL,1,"$2,600,000.00","$2,600,000.00",,,,,,,,,,,
Chris Denorfia,RF,34.4,R,R,SEA,CHC,1,"$2,600,000.00","$2,600,000.00",,,,,,,,,,,
Johan Santana,SP,35.9,L,L,BAL,TOR,1,"$2,500,000.00","$2,500,000.00",,,,,,,,,,,
Burke Badenhop,RP,31.9,R,R,BOS,CIN,1,"$2,500,000.00","$2,500,000.00",,,,,,,,,,,
Corey Hart,RF,32.7,R,R,SEA,PIT,1,"$2,500,000.00","$2,500,000.00",,,,,,,,,,,
Brandon Morrow,RP,30.3,R,R,TOR,SD,1,"$2,500,000.00","$2,500,000.00",,,,,,,,,,,
Phil Coke,RP,32.6,L,L,DET,CHC,1,"$2,250,000.00","$2,250,000.00",,,,,,,,,,,
Delmon Young,LF,29.2,R,R,BAL,BAL,1,"$2,250,000.00","$2,250,000.00",,,,,,,,,,,
Tim Stauffer,RP,32.5,R,R,SD,MIN,1,"$2,200,000.00","$2,200,000.00",,,,,,,,,,,
Jared Burton,RP,33.7,R,R,MIN,NYY,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Rickie Weeks,1B,32.3,R,R,MIL,SEA,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Carlos Villanueva,RP,31.2,R,R,CHC,STL,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Eric Stults,SP,35.1,L,L,SD,ATL,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Gordon Beckham,2B,28.3,R,R,LAA,CHW,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Ichiro Suzuki,LF,41.2,L,R,NYY,MIA,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
A.J. Pierzynski,C,37.9,L,R,STL,ATL,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Craig Breslow,RP,34.3,L,L,BOS,BOS,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Mark Reynolds,3B,31.3,R,R,MIL,STL,1,"$2,000,000.00","$2,000,000.00",,,,,,,,,,,
Franklin Morales,RP,29.0,L,L,COL,KC,1,"$1,850,000.00","$1,850,000.00",,,,,,,,,,,
Nate Schierholtz,RF,30.9,L,R,WSH,TEX,1,"$1,750,000.00","$1,750,000.00",,,,,,,,,,,
Ryan Ludwick,LF,36.5,R,L,CIN,TEX,1,"$1,750,000.00","$1,750,000.00",,,,,,,,,,,
Jim Johnson,RP,31.4,R,R,DET,ATL,1,"$1,600,000.00","$1,600,000.00",,,,,,,,,,,
Joe Beimel,RP,37.8,L,L,SEA,TEX,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Matt Albers,RP,32.0,L,R,HOU,CHW,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Kevin Gregg,RP,36.6,R,R,MIA,CIN,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Chris Perez,RP,29.6,R,R,LAD,MIL,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Alexi Ogando,RP,31.2,R,R,TEX,BOS,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Scott Baker,SP,33.3,R,R,TEX,NYY,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Chad Billingsley,SP,30.5,R,R,LAD,PHI,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Geovany Soto,C,32.0,R,R,OAK,CHW,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Kelly Johnson,2B,32.9,L,R,BAL,ATL,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
Clint Barmes,SS,35.7,R,R,PIT,SD,1,"$1,500,000.00","$1,500,000.00",,,,,,,,,,,
John Mayberry Jr.,RF,30.9,R,R,TOR,NYM,1,"$1,450,000.00","$1,450,000.00",,,,,,,,,,,
Don Kelly,CF,34.9,L,R,DET,MIA,1,"$1,250,000.00","$1,250,000.00",,,,,,,,,,,
Ramon Santiago,2B,35.4,B,R,CIN,TOR,1,"$1,100,000.00","$1,100,000.00",,,,,,,,,,,
Joba Chamberlain,RP,29.4,R,R,DET,DET,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Matt Lindstrom,RP,35.0,R,R,CHW,LAA,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Jamey Wright,RP,40.1,R,R,LAD,TEX,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Joe Thatcher,RP,33.3,L,L,LAA,HOU,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Eric Young Jr.,CF,29.7,S,R,NYM,ATL,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Gerald Laird,C,35.2,R,R,ATL,ARI,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Rafael Betancourt,RP,39.8,,,COL,COL,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Nick Massett,RP,32.6,R,R,COL,MIA,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Josh Johnson,SP,30.9,L,R,SD,SD,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Tom Gorzelanny,RP,32.4,R,L,MIL,DET,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Heath Bell,RP,37.2,,,NYY,WSH,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Kyle Blanks,LF,28.2,R,R,OAK,TEX,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Kyuji Fujikawa,RP,34.3,L,R,CHC,TEX,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Justin Maxwell,LF,31.0,R,R,KC,SF,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Justin Smoak,1B,27.9,S,L,TOR,TOR,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Shaun Marcum,SP,32.9,R,R,CLE,CLE,1,"$1,000,000.00","$1,000,000.00",,,,,,,,,,,
Josh Outman,RP,30.2,L,L,NYY,ATL,1,"$925,000.00","$925,000.00",,,,,,,,,,,
Elliot Johnson,2B,30.9,,,CLE,TEX,1,"$900,000.00","$900,000.00",,,,,,,,,,,
Anthony Swarzak,RP,29.3,R,R,MIN,CLE,1,"$900,000.00","$900,000.00",,,,,,,,,,,
Adam Rosales,2B,31.6,R,R,TEX,TEX,1,"$900,000.00","$900,000.00",,,,,,,,,,,
Jordan Pacheco,3B,28.8,R,R,ARI,ARI,1,"$900,000.00","$900,000.00",,,,,,,,,,,
Jonathan Herrera,SS,30.1,B,R,BOS,CHC,1,"$900,000.00","$900,000.00",,,,,,,,,,,
Wil Nieves,C,37.3,R,R,PHI,SD,1,"$850,000.00","$850,000.00",,,,,,,,,,,
Jeanmar Gomez,RP,26.9,R,R,PIT,PHI,1,"$800,000.00","$800,000.00",,,,,,,,,,,
Scott Downs,RP,38.8,,,KC,CLE,1,"$800,000.00","$800,000.00",,,,,,,,,,,
Ernesto Frieri,RP,29.3,R,R,PIT,TB,1,"$800,000.00","$800,000.00",,,,,,,,,,,
Jayson Nix,2B,32.4,R,R,KC,BAL,1,"$750,000.00","$750,000.00",,,,,,,,,,,
Endy Chavez,LF,36.9,L,L,SEA,SEA,1,"$750,000.00","$750,000.00",,,,,,,,,,,
Pedro Feliciano,RP,38.4,,,STL,CHC,1,"$700,000.00","$700,000.00",,,,,,,,,,,
Bobby Wilson,C,31.7,R,R,ARI,TB,1,"$700,000.00","$700,000.00",,,,,,,,,,,
Chris Young,RP,35.8,R,R,SEA,KC,1,"$675,000.00","$675,000.00",,,,,,,,,,,
Jason Frasor,RP,37.9,R,R,KC,ATL,1,"$575,000.00","$575,000.00",,,,,,,,,,,
Shane Robinson,CF,30.1,R,R,STL,MIN,1,"$550,000.00","$550,000.00",,,,,,,,,,,
Ross Detwiler,RP,29.3,R,L,TEX,ATL,1,"$507,500.00","$507,500.00",,,,,,,,,,,
Dustin McGowan,RP,32.8,R,R,TOR,LAD,1,"$507,500.00","$507,500.00",,,,,,,,,,,
Nick Punto,SS,37.1,,,OAK,ARI,1,"$507,500.00","$507,500.00",,,,,,,,,,,
Jeremy McBryde,RP,27.5,,,OAK,LAA,1,"$507,500.00","$507,500.00",,,,,,,,,,,
Mat Latos,SP,27.8,R,R,LAD,LAA,-,-,-,,,,,,,,,,,
Trevor Cahill,RP,27.4,R,R,ATL,CHC,1,-,-,,,,,,,,,,,
Wandy Rodriguez,RP,36.5,B,L,PIT,KC,-,-,-,,,,,,,,,,,
Everth Cabrera,SS,28.7,S,R,BAL,SF,1,-,-,,,,,,,,,,,
Casey McGehee,3B,32.7,R,R,SF,MIA,-,-,-,,,,,,,,,,,
Rafael Soriano,RP,35.4,R,R,WSH,CHC,1,-,-,,,,,,,,,,,
Dana Eveland,RP,31.6,L,L,BOS,ARI,1,-,-,,,,,,,,,,,
Jhoulys Chacin,SP,27.2,R,R,COL,CLE,1,-,-,,,,,,,,,,,
Ryan Webb,RP,29.2,R,R,LAD,CLE,1,-,-,,,,,,,,,,,
Troy Patton,RP,29.6,,,SD,KC,1,-,-,,,,,,,,,,,
James Russell,RP,29.2,L,L,ATL,CHC,1,-,-,,,,,,,,,,,
Felix Doubront,SP,27.4,L,L,CHC,TOR,1,-,-,,,,,,,,,,,
Jonny Venters,RP,29.9,L,L,ATL,TB,2,-,-,,,,,,,,,,,
Tony Gwynn Jr.,LF,32.3,L,R,PHI,WSH,1,-,-,,,,,,,,,,,
Mike Adams,RP,36.6,R,R,PHI,LAD,1,-,-,,,,,,,,,,,
Dayan Viciedo,RF,25.9,R,R,CHW,TOR,1,-,-,,,,,,,,,,,
Ronny Cedeno,SS,32.0,R,R,ARI,SF,1,-,-,,,,,,,,,,,
Rich Hill,SP,34.9,L,L,NYY,WSH,1,-,-,,,,,,,,,,,
Joe Saunders,SP,33.6,L,L,TEX,SEA,1,-,-,,,,,,,,,,,
Donnie Murphy,3B,31.9,,,TEX,MIL,1,-,-,,,,,,,,,,,
Reed Johnson,LF,38.2,R,R,MIA,MIA,1,-,-,,,,,,,,,,,
David Aardsma,RP,33.1,,,STL,LAD,1,-,-,,,,,,,,,,,
David Herndon,RP,29.4,,,NYY,MIL,1,-,-,,,,,,,,,,,
Matt Capps,RP,31.4,,,CLE,ATL,1,-,-,,,,,,,,,,,
Michael Martinez,2B,32.3,S,R,PIT,CLE,1,-,-,,,,,,,,,,,
Jose Veras,RP,34.2,R,R,HOU,ATL,1,-,-,,,,,,,,,,,
Nolan Reimold,LF,31.2,R,R,ARI,BAL,1,-,-,,,,,,,,,,,
Paul Maholm,RP,32.6,L,L,LAD,CIN,1,-,-,,,,,,,,,,,
Alexi Casilla,2B,30.5,B,R,BAL,TB,1,-,-,,,,,,,,,,,
Omar Quintanilla,SS,33.2,L,R,NYM,COL,1,-,-,,,,,,,,,,,
John Baker,C,34.0,L,R,CHC,SEA,-,-,-,,,,,,,,,,,
Chris Parmelee,1B,26.9,L,L,MIN,BAL,1,-,-,,,,,,,,,,,
Ramiro Pena,2B,29.5,,,ATL,SD,1,-,-,,,,,,,,,,,
John Buck,C,34.5,R,R,LAA,ATL,1,-,-,,,,,,,,,,,
Franklin Gutierrez,CF,31.9,R,R,SEA,SEA,1,-,-,,,,,,,,,,,
Dane De La Rosa,RP,31.9,R,R,LAA,BAL,1,-,-,,,,,,,,,,,
Vin Mazzaro,RP,28.2,R,R,PIT,MIA,1,-,-,,,,,,,,,,,
Humberto Quintero,C,35.4,R,R,SEA,BOS,1,-,-,,,,,,,,,,,
Ben Rowen,RP,26.2,R,R,TEX,LAD,1,-,-,,,,,,,,,,,
Scott Carroll,RP,30.2,R,R,CHW,CHW,1,-,-,,,,,,,,,,,
David Carpenter,RP,27.3,,,LAA,ATL,1,-,-,,,,,,,,,,,
Shawn O'Malley,LF,27.0,S,R,LAA,SEA,1,-,-,,,,,,,,,,,
Evan Meek,RP,31.7,R,R,BAL,WSH,1,-,-,,,,,,,,,,,
Ross Ohlendorf,RP,32.4,,,WSH,TEX,1,-,-,,,,,,,,,,,
Josh Prince,CF,26.9,,,MIL,DET,1,-,-,,,,,,,,,,,
Francisley Bueno,RP,33.8,L,L,KC,CHC,1,-,-,,,,,,,,,,,
Quintin Berry,LF,30.1,L,L,BAL,BOS,1,-,-,,,,,,,,,,,
Andy Dirks,LF,28.9,,,TOR,TOR,1,-,-,,,,,,,,,,,
Ryan Mattheus,RP,31.2,R,R,WSH,LAA,1,-,-,,,,,,,,,,,
Tyler Colvin,RP,29.3,L,L,SF,MIA,1,-,-,,,,,,,,,,,
David Huff,RP,30.3,S,L,NYY,LAD,1,-,-,,,,,,,,,,,
Andy LaRoche,3B,31.3,,,TOR,CHW,1,-,-,,,,,,,,,,,
Carlos Peguero,LF,27.8,L,L,KC,TEX,1,-,-,,,,,,,,,,,
Juan Francisco,1B,27.5,L,R,BOS,TB,1,-,-,,,,,,,,,,,
Cesar Cabral,RP,25.9,,,NYY,BAL,1,-,-,,,,,,,,,,,
Josh Wilson,2B,33.8,R,R,TEX,DET,1,-,-,,,,,,,,,,,
Taylor Teagarden,C,31.0,R,R,NYM,CHC,1,-,-,,,,,,,,,,,
Scott Elbert,RP,29.4,L,L,LAD,SD,1,-,-,,,,,,,,,,,
J.P. Arencibia,1B,29.0,R,R,TEX,BAL,1,-,-,,,,,,,,,,,
Michael Roth,SP,24.8,L,L,LAA,CLE,1,-,-,,,,,,,,,,,
Juan Carlos Oviedo,RP,32.8,R,R,TB,TEX,1,-,-,,,,,,,,,,,
Jeff Bianchi,2B,28.2,R,R,MIL,BOS,1,-,-,,,,,,,,,,,
Mitchell Boggs,RP,30.8,,,CHW,BOS,1,-,-,,,,,,,,,,,
Jeff Manship,RP,29.9,R,R,PHI,CLE,1,-,-,,,,,,,,,,,
Roger Bernadina,LF,30.5,L,L,LAD,COL,1,-,-,,,,,,,,,,,
J.C. Gutiérrez,RP,31.4,,,SF,SF,1,-,-,,,,,,,,,,,
Kevin Slowey,RP,30.6,,,MIA,PHI,1,-,-,,,,,,,,,,,
Ian Stewart,2B,29.7,,,LAA,WSH,1,-,-,,,,,,,,,,,
Brett Wallace,3B,28.2,L,R,HOU,SD,1,-,-,,,,,,,,,,,
Chris McGuiness,1B,26.7,,,PIT,PHI,1,-,-,,,,,,,,,,,
George Kottaras,C,31.6,L,R,STL,CHW,1,-,-,,,,,,,,,,,
Mark Lowe,RP,31.5,L,R,CLE,SEA,1,-,-,,,,,,,,,,,
Carlos Rivero,SS,26.5,,,SEA,SEA,1,-,-,,,,,,,,,,,
Ryan Kalish,LF,26.7,,,CHC,TOR,1,-,-,,,,,,,,,,,
Tommy Field,2B,27.8,R,R,PIT,TEX,1,-,-,,,,,,,,,,,
Dan Johnson,1B,35.3,,,TOR,HOU,1,-,-,,,,,,,,,,,
Brad Penny,SP,36.5,R,R,MIA,CHW,1,-,-,,,,,,,,,,,
Daric Barton,1B,29.3,,,OAK,TOR,1,-,-,,,,,,,,,,,
Curtis Partch,RP,27.8,R,R,CIN,SF,1,-,-,,,,,,,,,,,
Matt Tuiasosopo,LF,28.6,R,R,TOR,BAL,1,-,-,,,,,,,,,,,
Cole Figueroa,2B,27.4,L,R,TB,NYY,1,-,-,,,,,,,,,,,
Clint Robinson,1B,29.8,L,L,LAD,WSH,1,-,-,,,,,,,,,,,
Yohan Pino,SP,30.9,R,R,MIN,LAA,1,-,-,,,,,,,,,,,
Danny Worth,2B,29.2,R,R,DET,ARI,1,-,-,,,,,,,,,,,
Gus Schlosser,RP,26.1,R,R,ATL,ATL,1,-,-,,,,,,,,,,,
Jerry Sands,LF,27.2,,,TB,CLE,1,-,-,,,,,,,,,,,
Chaz Roe,RP,28.2,R,R,PIT,BAL,1,-,-,,,,,,,,,,,
Wilton Lopez,RP,31.3,R,R,COL,TOR,1,-,-,,,,,,,,,,,
Scott Snodgress,SP,25.2,,,CHW,LAA,1,-,-,,,,,,,,,,,
Cory Gearrin,RP,28.6,R,R,ATL,SF,1,-,-,,,,,,,,,,,
Buddy Boshers,RP,26.5,L,L,LAA,COL,1,-,-,,,,,,,,,,,
Clayton Richard,RP,31.2,L,L,ARI,PIT,1,-,-,,,,,,,,,,,
Kraig Sitton,RP,26.3,,,COL,COL,1,-,-,,,,,,,,,,,
Ezequiel Carrera,LF,27.4,L,L,DET,TOR,1,-,-,,,,,,,,,,,
Michael Kirkman,RP,28.2,L,L,TEX,TEX,1,-,-,,,,,,,,,,,
Blake Beavan,RP,25.8,R,R,SEA,ARI,1,-,-,,,,,,,,,,,
Corey Brown,CF,29.0,,,BOS,TB,1,-,-,,,,,,,,,,,
Tony Campana,LF,28.4,L,L,LAA,CHW,1,-,-,,,,,,,,,,,
Cord Phelps,2B,27.8,,,BAL,PHI,1,-,-,,,,,,,,,,,
Koyie Hill,C,35.7,,,WSH,PHI,1,-,-,,,,,,,,,,,
Ryan Roberts,2B,34.1,,,BOS,KC,1,-,-,,,,,,,,,,,
Chien-Ming Wang,RP,34.6,,,CIN,ATL,1,-,-,,,,,,,,,,,
Josh Beckett,SP,35.5,,,LAD,TBD,-,,,,,,,,,,,,,
Hiroki Kuroda,SP,40.7,,,NYY,TBD,-,,,,,,,,,,,,,
Rafael Soriano,RP,35.9,R,R,CHC,TBD,-,,,,,,,,,,,,,
Adam Dunn,DH,36.0,L,R,OAK,TBD,-,,,,,,,,,,,,,
Ryan Dempster,SP,38.5,,,CHC,TBD,-,,,,,,,,,,,,,
Edwin Jackson,SP,32.1,R,R,CHC,TBD,-,,,,,,,,,,,,,
Wandy Rodriguez,RP,36.8,B,L,TEX,TBD,-,,,,,,,,,,,,,
Justin Masterson,RP,30.6,R,R,BOS,TBD,-,,,,,,,,,,,,,
Rickie Weeks,1B,33.1,R,R,SEA,TBD,-,,,,,,,,,,,,,
Brian Wilson,RP,33.6,,,LAD,TBD,-,,,,,,,,,,,,,
Heath Bell,RP,38.1,,,WSH,TBD,-,,,,,,,,,,,,,
Carlos Quentin,LF,33.2,R,R,ATL,TBD,-,,,,,,,,,,,,,
Cody Ross,RF,34.9,R,L,OAK,TBD,-,,,,,,,,,,,,,
Johan Santana,SP,36.6,L,L,TOR,TBD,-,,,,,,,,,,,,,
Ryan Ludwick,LF,37.3,R,L,TEX,TBD,-,,,,,,,,,,,,,
Brandon League,RP,32.6,R,R,LAD,TBD,-,,,,,,,,,,,,,
Josh Willingham,LF,36.7,,,KC,TBD,-,,,,,,,,,,,,,
Ricky Romero,SP,31.0,,,TOR,TBD,-,,,,,,,,,,,,,
Grant Balfour,RP,37.8,R,R,TB,TBD,-,,,,,,,,,,,,,
Kyuji Fujikawa,RP,35.3,L,R,TEX,TBD,-,,,,,,,,,,,,,
Roberto Hernandez,RP,35.2,R,R,HOU,TBD,-,,,,,,,,,,,,,
Alberto Callaspo,3B,32.5,S,R,LAD,TBD,-,,,,,,,,,,,,,
Drew Stubbs,CF,31.1,R,R,COL,TBD,-,,,,,,,,,,,,,
Sean Burnett,RP,33.1,L,L,LAA,TBD,-,,,,,,,,,,,,,
Garrett Jones,RF,34.4,L,L,NYY,TBD,-,,,,,,,,,,,,,
Rafael Furcal,SS,38.0,B,R,MIA,TBD,-,,,,,,,,,,,,,
Ryan Doumit,C,34.6,B,R,ATL,TBD,-,,,,,,,,,,,,,
Jhoulys Chacin,SP,27.8,R,R,CLE,TBD,-,,,,,,,,,,,,,
Jesse Crain,RP,34.3,,,HOU,TBD,-,,,,,,,,,,,,,
Hiroyuki Nakajima,SS,33.2,,,OAK,TBD,-,,,,,,,,,,,,,
Willie Bloomquist,2B,37.9,R,R,SEA,TBD,-,,,,,,,,,,,,,
Dayan Viciedo,RF,26.6,R,R,TOR,TBD,-,,,,,,,,,,,,,
Sergio Santos,CL,32.3,,,LAD,TBD,-,,,,,,,,,,,,,
Jared Burton,RP,34.4,R,R,TEX,TBD,-,,,,,,,,,,,,,
Scott Hairston,RF,35.4,R,R,WSH,TBD,-,,,,,,,,,,,,,
Emilio Bonifacio,CF,30.5,S,R,CHW,TBD,-,,,,,,,,,,,,,
Paul Konerko,1B,39.7,,,CHW,TBD,-,,,,,,,,,,,,,
Jose Tabata,RF,27.2,R,R,PIT,TBD,-,,,,,,,,,,,,,
Chris Perez,RP,30.3,R,R,MIL,TBD,-,,,,,,,,,,,,,
Gaby Sanchez,1B,32.2,R,R,PIT,TBD,-,,,,,,,,,,,,,
Jose Molina,C,40.4,,,TB,TBD,-,,,,,,,,,,,,,
Kevin Gregg,RP,37.4,R,R,CIN,TBD,-,,,,,,,,,,,,,
Jack Hannahan,1B,35.7,,,CIN,TBD,-,,,,,,,,,,,,,
Phil Coke,RP,33.3,L,L,TOR,TBD,-,,,,,,,,,,,,,
Suk-Min Yoon,SP,29.3,R,R,BAL,TBD,-,,,,,,,,,,,,,
Jeff Baker,1B,34.4,R,R,MIA,TBD,-,,,,,,,,,,,,,
J.P. Arencibia,1B,29.8,R,R,BAL,TBD,-,,,,,,,,,,,,,
Jamey Wright,RP,40.9,R,R,TEX,TBD,-,,,,,,,,,,,,,
