R.A. Dickey,SP,42.0,R,R,TOR,ATL,1,"$8,000,000","$8,000,000"
Joaquin Benoit,RP,39.4,R,R,TOR,PHI,1,"$7,500,000","$7,500,000"
Greg Holland,RP,31.2,R,R,KC,COL,1,"$7,000,000","$7,000,000"
Jerry Blevins,RP,33.3,L,L,NYM,NYM,1,"$6,500,000","$6,500,000"
Boone Logan,RP,32.4,R,L,COL,CLE,1,"$6,500,000","$6,500,000"
Tyson Ross,SP,29.7,R,R,SD,TEX,1,"$6,000,000","$6,000,000"
Rajai Davis,CF,36.2,R,R,CLE,OAK,1,"$6,000,000","$6,000,000"
Derek Holland,RP,30.2,S,L,TEX,CHW,1,"$6,000,000","$6,000,000"
Koji Uehara,RP,41.7,R,R,BOS,CHC,1,"$6,000,000","$6,000,000"
Jesse Chavez,RP,33.2,R,R,LAD,LAA,1,"$5,750,000","$5,750,000"
Mitch Moreland,1B,31.2,L,L,TEX,BOS,1,"$5,500,000","$5,500,000"
Neftali Feliz,RP,28.7,R,R,PIT,MIL,1,"$5,350,000","$5,350,000"
Trevor Plouffe,3B,30.5,R,R,MIN,OAK,1,"$5,250,000","$5,250,000"
Colby Rasmus,LF,30.3,L,L,HOU,TB,1,"$5,000,000","$5,000,000"
Joe Blanton,RP,36.2,R,R,LAD,WSH,1,"$4,000,000","$4,000,000"
Ben Revere,CF,28.6,L,R,WSH,LAA,1,"$4,000,000","$4,000,000"
Jeff Mathis,C,33.7,R,R,MIA,ARI,2,"$4,000,000","$2,000,000"
Drew Butera,C,33.2,R,R,KC,KC,2,"$3,800,000","$1,900,000"
Chris Carter,1B,30.1,R,R,MIL,NYY,1,"$3,500,000","$3,500,000"
Stephen Drew,2B,33.8,L,R,WSH,WSH,1,"$3,500,000","$3,500,000"
Jered Weaver,SP,34.3,R,R,LAA,SD,1,"$3,000,000","$3,000,000"
Sergio Romo,RP,33.9,R,R,SF,LAD,1,"$3,000,000","$3,000,000"
Joe Smith,RP,32.8,R,R,CHC,TOR,1,"$3,000,000","$3,000,000"
Chris Coghlan (minor),LF,31.6,L,R,CHC,PHI,1,"$3,000,000","$3,000,000"
J.P. Howell,RP,33.8,L,L,LAD,TOR,1,"$3,000,000","$3,000,000"
Drew Storen,RP,29.3,S,R,SEA,CIN,1,"$3,000,000","$3,000,000"
Andres Blanco,3B,32.7,S,R,PHI,PHI,1,"$3,000,000","$3,000,000"
Jeff Locke,RP,29.0,L,L,PIT,MIA,1,"$3,000,000","$3,000,000"
Fernando Rodney,RP,39.7,R,R,MIA,ARI,1,"$2,750,000","$2,750,000"
Franklin Gutierrez,CF,33.9,R,R,SEA,LAD,1,"$2,600,000","$2,600,000"
A.J. Ellis,C,35.6,R,R,PHI,MIA,1,"$2,500,000","$2,500,000"
Edwin Jackson,SP,33.5,R,R,SD,BAL,1,"$2,450,000","$2,450,000"
Scott Feldman,SP,33.9,L,R,TOR,CIN,1,"$2,300,000","$2,300,000"
Jorge De La Rosa (minor),RP,35.8,L,L,COL,ARI,1,"$2,250,000","$2,250,000"
Yusmeiro Petit (minor),RP,32.2,R,R,WSH,LAA,1,"$2,250,000","$2,250,000"
Dustin Ackley (minor),2B,28.9,L,R,NYY,LAA,1,"$2,250,000","$2,250,000"
Matt Belisle,RP,36.6,R,R,WSH,MIN,1,"$2,050,000","$2,050,000"
Pedro Alvarez,1B,30.1,L,R,BAL,BAL,1,"$2,000,000","$2,000,000"
Michael Bourn (minor),CF,34.1,L,R,BAL,BAL,1,"$2,000,000","$2,000,000"
Aaron Hill (minor),3B,34.8,R,R,BOS,SF,1,"$2,000,000","$2,000,000"
Nathan Eovaldi,SP,27.0,R,R,NYY,TB,1,"$2,000,000","$2,000,000"
Chase Utley,2B,38.1,L,R,LAD,LAD,1,"$2,000,000","$2,000,000"
Nick Hundley,C,33.3,R,R,COL,SF,1,"$2,000,000","$2,000,000"
Geovany Soto (minor),C,33.9,R,R,LAA,CHW,1,"$2,000,000","$2,000,000"
Alex Avila,C,29.8,L,R,CHW,DET,1,"$2,000,000","$2,000,000"
Brian Duensing,RP,33.8,L,L,BAL,CHC,1,"$2,000,000","$2,000,000"
Doug Fister (minor),SP,33.2,L,R,HOU,LAA,1,"$1,750,000","$1,750,000"
Erick Aybar (minor),SS,33.0,B,R,DET,SD,1,"$1,750,000","$1,750,000"
Trevor Cahill,RP,28.8,R,R,CHC,SD,1,"$1,750,000","$1,750,000"
Clayton Richard,RP,33.2,L,L,SD,SD,1,"$1,750,000","$1,750,000"
Jhoulys Chacin,SP,28.9,R,R,LAA,SD,1,"$1,750,000","$1,750,000"
Dustin McGowan,RP,34.7,R,R,MIA,MIA,1,"$1,750,000","$1,750,000"
Mat Latos (minor),SP,29.2,R,R,WSH,TOR,1,"$1,500,000","$1,500,000"
Adam Lind,1B,33.5,L,L,SEA,WSH,1,"$1,500,000","$1,500,000"
Daniel Descalso,2B,30.2,L,R,COL,ARI,1,"$1,500,000","$1,500,000"
Rickie Weeks (minor),1B,34.3,R,R,ARI,TB,1,"$1,500,000","$1,500,000"
Mark Reynolds (minor),3B,33.4,R,R,COL,COL,1,"$1,500,000","$1,500,000"
Austin Jackson (minor),CF,29.9,R,R,CHW,CLE,1,"$1,500,000","$1,500,000"
Kurt Suzuki,C,33.2,R,R,MIN,ATL,1,"$1,500,000","$1,500,000"
Chris Iannetta,C,33.8,R,R,SEA,ARI,1,"$1,500,000","$1,500,000"
Tommy Hunter (minor),RP,30.6,R,R,BAL,TB,1,"$1,400,000","$1,400,000"
Chris Heisey,LF,31.8,R,R,WSH,WSH,1,"$1,400,000","$1,400,000"
Peter Bourjos (minor),RF,29.8,R,R,PHI,CHW,1,"$1,350,000","$1,350,000"
Seth Maness (minor),RP,28.3,R,R,STL,KC,1,"$1,250,000","$1,250,000"
Tom Wilhelmsen (minor),RP,33.1,R,R,SEA,ARI,1,"$1,250,000","$1,250,000"
Brandon Morrow (minor),RP,32.4,R,R,SD,LAD,1,"$1,250,000","$1,250,000"
Ryan Hanigan (minor),C,36.4,R,R,BOS,PHI,1,"$1,250,000","$1,250,000"
Adam Rosales,2B,33.7,R,R,SD,OAK,1,"$1,250,000","$1,250,000"
Jarrod Saltalamacchia (minor),C,31.8,S,R,DET,TOR,1,"$1,250,000","$1,250,000"
Alexi Amarista,SS,27.7,L,R,SD,COL,1,"$1,250,000","$1,250,000"
Tom Milone,SP,29.8,L,L,MIN,MIL,1,"$1,250,000","$1,250,000"
Sean Burnett,RP,34.2,L,L,WSH,PHI,1,"$1,250,000","$1,250,000"
Bryan Morris,RP,29.7,L,R,MIA,SF,1,"$1,250,000","$1,250,000"
Derek Norris,C,28.1,R,R,WSH,TB,1,"$1,200,000","$1,200,000"
Matt Albers (minor),RP,34.0,L,R,CHW,WSH,1,"$1,150,000","$1,150,000"
Jacob Lindgren,RP,23.7,R,L,NYY,ATL,1,"$1,025,000","$1,025,000"
Drew Stubbs (minor),CF,32.5,R,R,MIN,SF,1,"$1,000,000","$1,000,000"
Peter Moylan (minor),RP,38.2,R,R,KC,KC,1,"$1,000,000","$1,000,000"
Kris Medlen (minor),SP,31.2,S,R,KC,ATL,1,"$1,000,000","$1,000,000"
Shawn Tolleson,RP,29.0,R,R,TEX,TB,1,"$1,000,000","$1,000,000"
Kyle Kendrick (minor),SP,32.3,R,R,LAA,BOS,1,"$1,000,000","$1,000,000"
Gregor Blanco (minor),RF,33.1,L,L,SF,ARI,1,"$1,000,000","$1,000,000"
Cory Luebke (minor),RP,31.8,R,L,MIA,CHW,1,"$1,000,000","$1,000,000"
Travis Snider (minor),RF,28.9,L,L,KC,TEX,1,"$1,000,000","$1,000,000"
Bobby Wilson (minor),C,33.7,R,R,TB,LAD,1,"$1,000,000","$1,000,000"
Jared Hughes,RP,31.7,R,R,PIT,MIL,1,"$950,000","$950,000"
Hank Conger (minor),C,29.0,B,R,TB,ARI,1,"$950,000","$950,000"
Chris Gimenez (minor),C,34.0,R,R,CLE,MIN,1,"$950,000","$950,000"
Anthony Swarzak (minor),RP,31.3,R,R,NYY,CHW,1,"$900,000","$900,000"
Craig Stammen (minor),RP,32.8,R,R,CLE,SD,1,"$900,000","$900,000"
Henderson Alvarez (minor),SP,27.3,R,R,OAK,PHI,1,"$750,000","$750,000"
Rubby De La Rosa (minor),SP,27.8,R,R,ARI,ARI,1,"$750,000","$750,000"
Logan Ondrusek,RP,31.8,R,R,BAL,BAL,1,"$650,000","$650,000"
Jesus Montero (minor),C,27.1,R,R,TOR,BOS,1,"$550,000","$550,000"
Danny Espinosa,SS,30.2,S,R,LAA,SEA,1,"$535,000","$535,000"
Brayan Pena (minor),C,35.1,S,R,STL,KC,1,"$535,000","$535,000"
Josh Hamilton (minor),LF,35.6,L,L,TEX,TEX,1,"$535,000","$535,000"
Fernando Salas (minor),RP,32.2,R,R,NYM,LAA,-,-,-
Ryan Howard (minor),1B,37.7,L,L,ATL,COL,-,-,-
Jordan Lyles (minor),SP,26.8,R,R,COL,SD,-,-,-
Craig Breslow (minor),RP,36.9,L,L,MIN,CLE,-,-,-
Emilio Bonifacio (minor),CF,32.2,S,R,ATL,ARI,-,-,-
Neil Ramirez (minor),RP,28.2,R,R,NYM,WSH,-,-,-
Danny Farquhar (minor),RP,30.4,R,R,TB,CHW,-,-,-
Pablo Sandoval (minor),3B,30.9,S,R,BOS,SF,-,-,-
Chris Carter (minor),1B,30.6,R,R,NYY,OAK,-,-,-
Jeanmar Gomez (minor),RP,29.4,R,R,PHI,MIL,1,-,-
Kevin Jepsen (minor),RP,32.9,R,R,ARI,WSH,-,-,-
Michael Saunders,LF,30.6,L,R,PHI,TOR,-,-,-
Francisco Rodriguez (minor),RP,35.4,R,R,DET,WSH,-,-,-
Dillon Gee (minor),RP,31.1,R,R,TEX,MIN,-,-,-
Alejandro De Aza (minor),LF,33.2,L,L,OAK,WSH,-,-,-
Jerry Sands (minor),LF,29.7,,,CHW,SF,1,-,-
James Loney (minor),1B,33.0,L,L,DET,ATL,-,-,-
Blaine Boyer (minor),RP,35.8,R,R,ATL,BOS,-,-,-
Joe Nathan (minor),RP,42.3,R,R,WSH,WSH,-,-,-
Jason Motte (minor),RP,34.8,R,R,COL,ATL,1,-,-
Ryan Raburn (minor),LF,35.9,R,R,CIN,CHW,-,-,-
Mike Pelfrey (minor),RP,33.2,R,R,DET,CHW,1,-,-
Desmond Jennings (minor),LF,30.4,R,R,CIN,NYM,1,-,-
Vance Worley (minor),RP,29.5,R,R,WSH,MIA,1,-,-
Gordon Beckham (minor),2B,30.5,R,R,SF,SEA,1,-,-
Bryan Holaday (minor),C,29.3,R,R,PHI,DET,1,-,-
Jonny Venters (minor),RP,32.0,L,L,TB,TB,1,-,-
Jonathan Niese (minor),RP,30.4,L,L,NYY,NYY,1,-,-
Justin Masterson (minor),RP,32.0,R,R,PIT,LAD,1,-,-
David Hernandez (minor),RP,31.8,R,R,SF,ATL,-,-,-
Andrew Bellatti (minor),RP,25.6,R,R,TB,BAL,-,-,-
David Hale (minor),RP,29.4,R,R,BAL,ATL,-,-,-
Steve Johnson (minor),RP,29.5,R,R,SEA,BAL,-,-,-
T.J. McFarland (minor),RP,27.7,L,L,BAL,ARI,1,-,-
Paul Janish (minor),SS,34.3,R,R,BAL,BAL,1,-,-
Slade Heathcott (minor),LF,26.3,L,L,CHW,SF,-,-,-
A.J. Jimenez (minor),C,26.8,R,R,TOR,TEX,1,-,-
James Russell (minor),RP,31.1,L,L,PHI,CLE,-,-,-
Adam Loewen (minor),RP,32.8,,,ARI,TEX,-,-,-
Brian Matusz (minor),RP,30.0,L,L,CHC,ARI,-,-,-
Chris Johnson (minor),3B,32.3,R,R,MIA,BAL,-,-,-
Brett Hayes (minor),C,32.9,R,R,CHW,TEX,-,-,-
Joey Butler (minor),LF,30.8,R,R,CLE,WSH,-,-,-
Jake Elmore (minor),LF,29.6,R,R,MIL,TOR,-,-,-
Tony Cruz (minor),C,30.4,R,R,KC,SD,-,-,-
Jeremy Guthrie (minor),SP,37.8,R,R,MIA,WSH,1,-,-
Williams Perez (minor),SP,25.7,R,R,ATL,CHC,-,-,-
Bronson Arroyo (minor),SP,39.9,R,R,WSH,CIN,-,-,-
Domonic Brown (minor),LF,29.3,L,L,TOR,COL,-,-,-
Cory Rasmus (minor),RP,29.2,R,R,LAA,TB,-,-,-
Lucas Harrell (minor),RP,31.6,S,R,TEX,TOR,-,-,-
Manny Parra (minor),RP,34.2,L,L,CHC,CHC,-,-,-
Nick Buss (minor),LF,30.1,L,R,LAA,SD,-,-,-
Eric Young Jr. (minor),CF,31.6,S,R,NYY,LAA,-,-,-
Josh Thole (minor),C,30.2,L,R,TOR,ARI,1,-,-
Gregorio Petit (minor),SS,32.1,R,R,LAA,TOR,-,-,-
Jim Henderson (minor),RP,34.2,L,R,NYM,CHC,-,-,-
Brandon Cunniff (minor),RP,28.2,,,ATL,MIA,-,-,-
Ross Detwiler (minor),RP,30.8,R,L,OAK,OAK,-,-,-
Adam Wilk (minor),RP,29.1,L,L,TB,NYM,-,-,-
Ramon Cabrera (minor),C,27.2,S,R,CIN,MIA,-,-,-
Ryan Vogelsong (minor),SP,39.4,R,R,PIT,MIN,-,-,-
Louis Coleman (minor),RP,30.8,R,R,LAD,CIN,-,-,-
Maikel Cleto (minor),RP,27.7,R,R,ATL,CHC,-,-,-
Cesar Cabral (minor),RP,27.8,,,BAL,BOS,-,-,-
Pedro Beato (minor),RP,30.2,R,R,BAL,PHI,-,-,-
Munenori Kawasaki (minor),SS,35.6,L,R,CHC,CHC,-,-,-
Alberto Alburquerque (minor),RP,30.5,R,R,SEA,KC,-,-,-
Cody Ege (minor),RP,25.7,L,L,LAA,LAA,-,-,-
Chris Withrow (minor),RP,27.8,R,R,ATL,KC,-,-,-
Cody Asche (minor),LF,26.5,L,R,PHI,CHW,-,-,-
Cesar Ramos (minor),RP,32.5,L,L,DET,PHI,-,-,-
Gavin Floyd (minor),RP,33.9,R,R,TOR,TOR,-,-,-
Brett Wallace (minor),3B,30.3,L,R,SD,SD,-,-,-
Christian Villanueva (minor),3B,25.5,R,R,CHC,SD,-,-,-
Chris Volstad (minor),RP,30.2,R,R,CHW,CHW,-,-,-
Justin Ruggiano (minor),RF,34.7,R,R,NYM,SF,-,-,-
Oswaldo Arcia,LF,25.6,L,R,SD,ARI,-,-,-
Juan Centeno (minor),C,27.1,L,R,MIN,HOU,-,-,-
Gerardo Concepcion (minor),RP,24.8,,,CHC,CHC,-,-,-
Josh Lindblom (minor),SP,29.5,R,R,PIT,PIT,-,-,-
Chris Colabello (minor),1B,33.1,R,R,TOR,CLE,-,-,-
Blake Smith (minor),P,29.0,,,CHW,CHW,-,-,-
Eury Perez (minor),LF,26.5,R,R,TB,PIT,-,-,-
Keyvius Sampson (minor),RP,25.9,R,R,CIN,ARI,-,-,-
Erik Johnson (minor),SP,26.9,R,R,SD,SD,-,-,-
Chris Dickerson (minor),LF,34.7,L,L,BAL,BAL,-,-,-
Omar Infante (minor),2B,34.9,R,R,ATL,DET,-,-,-
Eric O'Flaherty (minor),RP,31.8,L,L,ATL,ATL,1,-,-
Ryan LaMarre,LF,28.0,R,L,BOS,LAA,1,-,-
Daniel Robertson (minor),LF,31.1,R,R,SEA,CLE,-,-,-
Mark Teixeira,1B,37.6,B,R,NYY,TBD,-,,
Matt Wieters,C,31.4,S,R,BAL,TBD,-,,
Brett Anderson,SP,29.8,L,L,CHC,TBD,-,,
C.J. Wilson,SP,37.0,L,L,LAA,TBD,-,,
Melvin Upton,LF,33.2,R,R,TOR,TBD,-,,
Jhonny Peralta,3B,35.4,R,R,BOS,TBD,-,,
Jake Peavy,RP,36.4,R,R,SF,TBD,-,,
Aaron Hill,3B,35.6,R,R,SF,TBD,-,,
Coco Crisp,CF,38.0,B,R,CLE,TBD,-,,
Matt Harrison,SP,32.1,L,L,PHI,TBD,-,,
Angel Pagan,LF,36.3,B,R,SF,TBD,-,,
Tyson Ross,SP,30.5,R,R,TEX,TBD,-,,
Colby Lewis,SP,38.2,R,R,TEX,TBD,-,,
Antonio Bastardo,RP,32.1,R,L,PIT,TBD,-,,
Chris Young,RP,38.4,R,R,KC,TBD,-,,
Derek Holland,RP,31.1,S,L,CHW,TBD,-,,
Norichika Aoki,LF,35.8,L,R,TOR,TBD,-,,
Mark Lowe,RP,34.4,L,R,DET,TBD,-,,
Jon Jay,RF,32.6,L,L,CHC,TBD,-,,
Luke Hochevar,RP,34.1,R,R,KC,TBD,-,,
John Axford,RP,34.6,R,R,OAK,TBD,-,,
Chris Coghlan,LF,32.4,L,R,TOR,TBD,-,,
Logan Morrison,DH,30.2,L,L,TB,TBD,-,,
Brett Lawrie,2B,27.8,R,R,CHW,TBD,-,,
Dioner Navarro,C,33.7,S,R,TOR,TBD,-,,
Neftali Feliz,RP,29.5,R,R,KC,TBD,-,,
Jonathan Broxton,RP,33.4,R,R,STL,TBD,-,,
Jordan Walden,RP,30.0,R,R,STL,TBD,-,,
Jeremy Guthrie,SP,38.6,R,R,WSH,TBD,-,,
A.J. Pierzynski,C,40.8,L,R,ATL,TBD,-,,
Chad Qualls,RP,39.2,R,R,COL,TBD,-,,
Derek Norris,C,28.7,R,R,TB,TBD,-,,
Danny Espinosa,SS,30.5,S,R,TB,TBD,-,,
Tim Lincecum,RP,33.4,L,R,LAA,TBD,-,,
Joel Peralta,RP,41.6,R,R,CHC,TBD,-,,
Kyle Lohse,SP,39.1,R,R,TEX,TBD,-,,
Casey Fien,RP,34.0,R,R,PHI,TBD,-,,
Ryan Vogelsong,SP,40.3,R,R,MIN,TBD,-,,
Kelly Johnson,2B,35.7,L,R,NYM,TBD,-,,
Alfredo Simon,SP,36.5,R,R,CIN,TBD,-,,
Sam Fuld,CF,36.0,L,L,OAK,TBD,-,,
Charlie Furbush,RP,31.6,L,L,SEA,TBD,-,,
Brandon Beachy,SP,31.2,R,R,LAD,TBD,-,,
Ryan Raburn,LF,36.5,R,R,COL,TBD,-,,
Casey Janssen,RP,36.1,R,R,BOS,TBD,-,,
Carlos Villanueva,RP,33.9,R,R,SD,TBD,-,,
Chris Capuano,RP,39.2,L,L,MIL,TBD,-,,
Rickie Weeks,1B,35.1,R,R,TB,TBD,-,,
Tim Collins,RP,28.2,L,L,KC,TBD,-,,
Daniel Nava,LF,34.7,S,L,KC,TBD,-,,
Nolan Reimold,LF,34.1,R,R,BAL,TBD,-,,
Will Middlebrooks,3B,29.1,R,R,MIL,TBD,-,,
Justin Morneau,1B,36.5,L,R,CHW,TBD,-,,
Jeff Francoeur,LF,33.8,R,R,MIA,TBD,-,,
Marlon Byrd,LF,40.2,R,R,CLE,TBD,-,,
Collin Cowgill,RF,31.4,R,L,SD,TBD,-,,
Brennan Boesch,RF,32.6,L,L,BOS,TBD,-,,
Jordan Schafer,CF,31.2,L,L,LAD,TBD,-,,
Alexei Ramirez,SS,36.1,R,R,TB,TBD,-,,
Dae-ho Lee,1B,35.4,R,R,SEA,TBD,-,,
Emmanuel Burriss,SS,32.8,S,R,PHI,TBD,-,,
Jarrod Parker,SP,28.9,R,R,OAK,TBD,-,,
Evan Scribner,RP,32.3,R,R,SEA,TBD,-,,
Ross Ohlendorf,RP,35.2,,,CIN,TBD,-,,
Jeff Manship,RP,32.8,R,R,CLE,TBD,-,,
Louis Coleman,RP,31.6,R,R,ARI,TBD,-,,
Joe Wieland,SP,27.8,R,R,ATL,TBD,-,,
Neil Ramirez,RP,28.4,R,R,MIN,TBD,-,,
Jason Rogers,1B,29.6,R,R,PIT,TBD,-,,
Paco Rodriguez,RP,26.6,L,L,ATL,TBD,-,,
Andrew Lambo,RF,29.2,L,L,OAK,TBD,-,,
Steve Clevenger,C,31.6,L,R,SEA,TBD,-,,
Michael Mariot,RP,29.0,R,R,PHI,TBD,-,,
Phil Klein,RP,28.5,R,R,PHI,TBD,-,,
Anthony Ranaudo,SP,28.1,R,R,CHW,TBD,-,,
Angel Nesbitt,RP,26.9,R,R,DET,TBD,-,,
Julio Borbon,CF,31.7,,,BAL,TBD,-,,
Daniel Webb,RP,28.2,R,R,CHW,TBD,-,,
Yorman Rodriguez,LF,25.2,R,R,CIN,TBD,-,,
Tyler Holt,RF,28.6,R,R,CIN,TBD,-,,
Elvis Araujo,RP,26.3,L,L,MIA,TBD,-,,
Ryan LaMarre,LF,28.9,R,L,OAK,TBD,-,,
Vicente Campos,RP,25.3,,,LAA,TBD,-,,
Kevin Chapman,RP,29.7,L,L,MIN,TBD,-,,
A.J. Achter,RP,29.2,R,R,LAA,TBD,-,,
Phil Coke,RP,35.3,L,L,PIT,TBD,-,,
Ryan Kalish,LF,29.6,,,CHC,TBD,-,,
Kendry Flores,SP,25.9,R,R,STL,TBD,-,,
Micah Johnson,CF,26.9,L,R,LAD,TBD,-,,
Eddie Butler,RP,26.6,R,R,COL,TBD,-,,
Will Venable,CF,35.0,L,L,LAD,TBD,-,,
Spencer Patton,RP,29.7,R,R,CHC,TBD,-,,
Sean O'Sullivan,RP,30.2,R,R,BOS,TBD,-,,
Daniel Castro,2B,25.0,R,R,ATL,TBD,-,,
Don Kelly,CF,37.7,L,R,MIA,TBD,-,,
Ruben Tejada,SS,28.0,R,R,SF,TBD,-,,
Frank Herrmann,RP,33.4,,,PHI,TBD,-,,
Andrew Albers,RP,32.1,R,L,MIN,TBD,-,,
Roberto Hernandez,RP,37.2,R,R,ATL,TBD,-,,
Jerome Williams,RP,35.9,R,R,STL,TBD,-,,
Billy Butler,DH,31.5,R,R,NYY,TBD,-,,
Jose Dominguez,RP,27.2,R,R,SD,TBD,-,,
Brandon Snyder,3B,30.9,R,R,ATL,TBD,-,,
Matt Tuiasosopo,LF,31.5,R,R,ATL,TBD,-,,
James Beresford,3B,28.8,,,MIN,TBD,-,,
Eric Fryer,C,32.2,R,R,PIT,TBD,-,,
Shane Robinson,CF,33.0,R,R,LAA,TBD,-,,
Conor Mullee,RP,29.7,R,R,CHC,TBD,-,,
Matt Dominguez,3B,28.2,R,R,TOR,TBD,-,,
Donovan Solano,2B,29.9,R,R,NYY,TBD,-,,
Alberto Alburquerque,RP,31.4,R,R,KC,TBD,-,,
Edwin Escobar,RP,25.5,L,L,CLE,TBD,-,,
Nick Tepesch,SP,29.1,R,R,KC,TBD,-,,
Xavier Scruggs,1B,30.1,R,R,MIA,TBD,-,,
Jim Henderson,RP,35.0,L,R,CHC,TBD,-,,
Brendan Ryan,1B,35.6,R,R,LAA,TBD,-,,
Stefen Romero,LF,29.0,R,R,SEA,TBD,-,,
Maikel Cleto,RP,28.5,R,R,CHC,TBD,-,,
Skip Schumaker,LF,37.7,L,R,SD,TBD,-,,
Roger Bernadina,LF,33.4,L,L,NYM,TBD,-,,
Scott Diamond,SP,31.3,,,TOR,TBD,-,,
Nick Massett,RP,35.5,R,R,WSH,TBD,-,,
Mike Zagurski,RP,34.8,,,DET,TBD,-,,
Jake Goebbert,1B,30.1,,,ARI,TBD,-,,
Preston Guilmet,RP,30.3,R,R,DET,TBD,-,,
Bobby LaFromboise,RP,31.4,L,L,TEX,TBD,-,,
Tony Campana,LF,31.4,L,L,CHW,TBD,-,,
Mario Hollands,RP,29.2,L,L,PHI,TBD,-,,
David Buchanan,SP,28.5,R,R,PHI,TBD,-,,
Chris Dominguez,LF,30.9,R,R,BOS,TBD,-,,
Andy Parrino,3B,32.0,B,R,CHW,TBD,-,,
Aaron Crow,RP,31.0,R,R,CHC,TBD,-,,
Stryker Trahan,C,23.5,,,ARI,TBD,-,,
Brian Schlitter,RP,31.9,R,R,COL,TBD,-,,
Deunte Heath,RP,32.2,,,CIN,TBD,-,,
Tomo Ohka,P,41.6,,,BAL,TBD,-,,
Nick Maronde,RP,28.2,S,L,CLE,TBD,-,,
Lisalverto Bonilla,RP,27.4,S,R,CIN,TBD,-,,
Eduardo Sanchez,RP,28.7,,,DET,TBD,-,,
Matt Capps,RP,34.2,,,ARI,TBD,-,,
Christopher Leroux,RP,33.5,,,TOR,TBD,-,,
Rick VandenHurk,SP,32.5,,,CLE,TBD,-,,
Samuel Deduno,RP,34.3,R,R,BAL,TBD,-,,
Logan Darnell,RP,28.7,L,L,MIN,TBD,-,,
